genus,family,order,class,phylum,n,n_res,f_res
Aquicella,Coxiellaceae,Legionellales,Gammaproteobacteria,Pseudomonadota,2,0,0
Aquicoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Aquidulcibacter,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Aquifex,Aquificaceae,Aquificales,Aquificia,Aquificota,1,0,0
Aquiflexum,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Aquiluna,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Aquilutibacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Aquimarina,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,27,0,0
Aquimixticola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Aquimonas,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Aquincola,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Aquipluma,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidota,1,0,0
Aquipseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,4,0,0
Aquipuribacter,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,2,0,0
Aquirhabdus,Moraxellaceae,Moraxellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Aquisalimonas,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,2,0,0
Aquisalinus,Parvularculaceae,Parvularculales,Alphaproteobacteria,Pseudomonadota,2,0,0
Aquisediminimonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,2,2,1
Aquisphaera,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetota,2,2,1
Aquitalea,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,5,0,0
Arabiibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,1,0,0
Arachidicoccus,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,4,0,0
Arachnia,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,2,0,0
Arboricoccus,Geminicoccaceae,Geminicoccales,Alphaproteobacteria,Pseudomonadota,1,0,0
Arcanobacterium,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,12,0,0
Archangium,Archangiaceae,Myxococcales,Myxococcia,Myxococcota,6,0,0
Arcobacter,Arcobacteraceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,15,0,0
Arcticibacterium,Leadbetterellaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Arenibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,14,0,0
Arenibacterium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Arenibaculum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,1,0,0
Arenicella,Arenicellaceae,Arenicellales,Gammaproteobacteria,Pseudomonadota,2,0,0
Arenimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,10,0,0
Arenivirga,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Argonema,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteriota,2,0,0
Arhodomonas,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,1,0,0
Aridibaculum,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,1,0,0
Aristaeella,Aristaeellaceae,Eubacteriales,Clostridia,Bacillota,2,2,1
Aristophania,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Aromatoleum,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,11,0,0
Arsenicicoccus,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,4,0,0
Arsenicitalea,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,1,1
Arsenophonus,Morganellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,9,0,0
Arsukibacterium,Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,3,0,0
Arthrobacter,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,77,0,0
Arthrospira,Microcoleaceae,Oscillatoriales,Cyanophyceae,Cyanobacteriota,1,0,0
Arthrospiribacter,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Arvimicrobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Asaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,7,0,0
Asanoa,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,5,0,0
Ascidiaceihabitans,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Ascidiimonas,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,2,0,0
Asprobacillus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Asticcacaulis,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,10,0,0
Athalassotoga,Mesoaciditogaceae,Mesoaciditogales,Thermotogae,Thermotogota,1,0,0
Atlantibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,2,0,0
Atlanticothrix,Nodulariaceae,Nostocales,Cyanophyceae,Cyanobacteriota,1,0,0
Atopobium,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,3,3,1
Atopomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,2,0,0
Atribacter,Atribacteraceae,Atribacterales,Atribacteria,Atribacterota,1,0,0
Atrimonas,Atrimonadaceae,Atribacterales,Atribacteria,Atribacterota,1,0,0
Aurantiacibacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,16,16,1
Aurantibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,2,0,0
Aurantimicrobium,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,2,0,0
Aurantimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,6,0,0
Auraticoccus,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,2,0,0
Aureibacter,Persicobacteraceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Aureibaculum,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,4,0,0
Aureicoccus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Aureimonas,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,14,0,0
Aureisphaera,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Aureispira,Saprospiraceae,Saprospirales,Saprospiria,Bacteroidota,1,0,0
Aureitalea,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Aureivirga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Aureliella,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,1,1,1
Auritidibacter,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Austwickia,Dermatophilaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Autumnicola,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,6,0,0
Avibacterium,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,5,1,0.2
Avrilella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Azoarcus,Zoogloeaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,3,0,0
Azohydromonas,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,5,0,0
Azomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,2,0,0
Azonexus,Azonexaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,3,0,0
Azorhizobium,Xanthobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,3,0,0
Azorhizophilus,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Azospira,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,3,0,0
Azospirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,27,0,0
Azotobacter,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,5,0,0
Azotosporobacter,Sporomusaceae,Selenomonadales,Negativicutes,Bacillota,1,0,0
Azovibrio,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,1,0,0
Bacterioplanoides,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,1,0,0
Bacteriovorax,Bacteriovoracaceae,Bacteriovoracales,Bacteriovoracia,Bdellovibrionota,2,0,0
Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,19,0,0
Bacteroidetes,NA,NA,NA,NA,1,0,0
Bailinhaonella,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,1,0,0
Balnearium,Desulfurobacteriaceae,Desulfurobacteriales,Aquificia,Aquificota,1,0,0
Balneatrix,Balneatrichaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,1,0,0
Balneicella,Balneicellaceae,Bacteroidales,Bacteroidia,Bacteroidota,1,0,0
Balneola,Balneolaceae,Balneolales,Balneolia,Balneolota,1,0,0
Banduia,Algiphilaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,1,0,0
Barrientosiimonas,Dermacoccaceae,Micrococcales,Actinomycetes,Actinomycetota,2,0,0
Bartonella,Bartonellaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,51,1,0.0196078431372549
Basfia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Basilea,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Bathymodiolus,NA,NA,NA,NA,6,0,0
Bauldia,Kaistiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Bdellovibrio,Pseudobdellovibrionaceae,Bdellovibrionales,Bdellovibrionia,Bdellovibrionota,3,0,0
Beduinella,Beduinellaceae,Eubacteriales,Clostridia,Bacillota,1,1,1
Beggiatoa,Thiotrichaceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,2,0,0
Beijerinckia,Beijerinckiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,2,0,0
Belliella,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,9,0,0
Belnapia,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,4,0,0
Benzoatithermus,Geminicoccaceae,Geminicoccales,Alphaproteobacteria,Pseudomonadota,1,0,0
Bergeriella,Neisseriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,1,0,0
Bergeyella,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,3,0,0
Bermanella,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,1,0,0
Bernardetia,Bernardetiaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Berryella,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,2,0,0
Bibersteinia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetes,Actinomycetota,109,2,0.01834862385321101
Biformimicrobium,Microbulbiferaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,1,0,0
Billgrantia,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,15,0,0
Bilophila,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,1,0,0
Biomaibacter,Tepidanaerobacteraceae,Thermosediminibacterales,Clostridia,Bacillota,1,0,0
Biostraticola,Bruguierivoracaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Bisbaumannia,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,1,0,0
Bisgaardia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Bizionia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,10,0,0
Blastochloris,Blastochloridaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,3,0,0
Blastococcus,Geodermatophilaceae,Geodermatophilales,Actinomycetes,Actinomycetota,17,0,0
Blastomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,4,4,1
Blastopirellula,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,3,3,1
Blochmannia,NA,NA,NA,NA,7,0,0
Bogoriella,Bogoriellaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Bombella,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,8,0,0
Bombiscardovia,Bifidobacteriaceae,Bifidobacteriales,Actinomycetes,Actinomycetota,2,0,0
Borborobacter,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,16,0,0
Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetota,15,1,0.06666666666666667
Borreliella,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetota,20,0,0
Bosea,Boseaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,14,0,0
Boseongicola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Botrimarina,Lacipirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,1,1,1
Boudabousia,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,3,0,0
Bowdeniella,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,1,0,0
Bowmanella,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,3,0,0
Brachybacterium,Dermabacteraceae,Micrococcales,Actinomycetes,Actinomycetota,28,0,0
Brachymonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia,Spirochaetota,1,0,0
Brackiella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Bradymonas,Bradymonadaceae,Bradymonadales,Deltaproteobacteria,NA,1,0,0
Bradyrhizobium,Nitrobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,81,1,0.012345679012345678
Branchiibius,Dermacoccaceae,Micrococcales,Actinomycetes,Actinomycetota,2,2,1
Brasilonema,Scytonemataceae,Nostocales,Cyanophyceae,Cyanobacteriota,2,0,0
Bremerella,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,3,3,1
Brenneria,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,12,0,0
Breoghania,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Brevibacterium,Brevibacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,40,1,0.025
Brevinema,Brevinemataceae,Brevinematales,Spirochaetia,Spirochaetota,1,0,0
Brevirhabdus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Brevundimonas,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,39,0,0
Breznakiella,Breznakiellaceae,Spirochaetales,Spirochaetia,Spirochaetota,1,0,0
Brooklawnia,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,2,0,0
Brucella,Brucellaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,27,0,0
Brucepastera,Treponemataceae,Spirochaetales,Spirochaetia,Spirochaetota,1,0,0
Brumicola,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,3,0,0
Brumimicrobium,Crocinitomicaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,5,0,0
Brunnivagina,Calotrichaceae,Nostocales,Cyanophyceae,Cyanobacteriota,1,0,0
Bryobacter,Bryobacteraceae,Bryobacterales,Terriglobia,Acidobacteriota,1,0,0
Bryocella,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,1,0,0
Brytella,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Buchananella,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,2,0,0
Buchnera,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Budvicia,Budviciaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,2,0,0
Bullifex,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetota,1,0,0
Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,44,0,0
Buttiauxella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,9,0,0
Bythopirellula,Lacipirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,2,2,1
Caballeronia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,25,0,0
Caecibacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,1,0,0
Caedibacter,Fastidiosibacteraceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,1,0,0
Caenibius,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,1,1,1
Caenimonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,5,0,0
Caenispirillum,Novispirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,2,0,0
Caldalkalibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,2,0,0
Caldanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Bacillota,1,0,0
Caldanaerobius,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Bacillota,2,0,0
Caldanaerovirga,Thermosediminibacteraceae,Thermosediminibacterales,Clostridia,Bacillota,1,0,0
Calderihabitans,Calderihabitantaceae,Moorellales,Clostridia,Bacillota,1,0,0
Caldichromatium,Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,1,0,0
Caldicoprobacter,Caldicoprobacteraceae,Caldicoprobacterales,Clostridia,Bacillota,3,0,0
Caldimicrobium,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteriota,1,1,1
Caldimonas,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,7,0,0
Caldinitratiruptor,Symbiobacteriaceae,Eubacteriales,Clostridia,Bacillota,1,0,0
Caldisericum,Caldisericaceae,Caldisericales,Caldisericia,Caldisericota,1,0,0
Calditerrivibrio,Calditerrivibrionaceae,Deferribacterales,Deferribacteres,Deferribacterota,1,0,0
Caldithrix,Calditrichaceae,Calditrichales,Calditrichia,Calditrichota,1,0,0
Caldovatus,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
Calidifontibacter,Dermacoccaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Caloramator,Clostridiaceae,Eubacteriales,Clostridia,Bacillota,5,0,0
Calorimonas,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Bacillota,1,0,0
Calothrix,Calotrichaceae,Nostocales,Cyanophyceae,Cyanobacteriota,3,0,0
Calycomorphotria,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,1,1,1
Camelimonas,Chelatococcaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,3,0,0
Caminibacter,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Campylobacterota,2,0,0
Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,48,7,0.14583333333333334
Candidatus,NA,NA,NA,NA,253,13,0.05138339920948617
Candidimonas,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Canibacter,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,3,0,0
Canicola,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Caniella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,1,1,1
Capilliphycus,Sirenicapillariaceae,Oscillatoriales,Cyanophyceae,Cyanobacteriota,1,0,0
Carbonactinospora,Carbonactinosporaceae,Kitasatosporales,Actinomycetes,Actinomycetota,1,0,0
Carboxydocella,Clostridiales Family XVI. Incertae Sedis,Eubacteriales,Clostridia,Bacillota,1,0,0
Carboxydothermus,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Bacillota,4,0,0
Carboxylicivirga,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidota,4,0,0
Cardiobacterium,Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria,Pseudomonadota,2,0,0
Carnimonas,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,1,0,0
Carnobacterium,Carnobacteriaceae,Lactobacillales,Bacilli,Bacillota,1,0,0
Casimicrobium,Casimicrobiaceae,NA,Betaproteobacteria,Pseudomonadota,1,0,0
Castellaniella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,6,0,0
Catalinimonas,Catalimonadaceae,Cytophagales,Cytophagia,Bacteroidota,2,0,0
Catenovulum,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,4,0,0
Catenulispora,Catenulisporaceae,Catenulisporales,Actinomycetes,Actinomycetota,6,0,0
Caulifigura,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,1,1,1
Caulobacter,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,11,0,0
Caviibacter,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,1,0,0
Caviibacterium,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Cecembia,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,3,0,0
Cedecea,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,5,0,0
Celeribacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,10,0,0
Celerinatantimonas,Celerinatantimonadaceae,NA,Gammaproteobacteria,Pseudomonadota,2,0,0
Cellulomonas,Cellulomonadaceae,Micrococcales,Actinomycetes,Actinomycetota,47,2,0.0425531914893617
Cellulophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,6,0,0
Cellulosimicrobium,Promicromonosporaceae,Micrococcales,Actinomycetes,Actinomycetota,7,0,0
Cellvibrio,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,6,0,0
Centipeda,Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,1,0,0
Cephaloticoccus,Opitutaceae,Opitutales,Opitutia,Verrucomicrobiota,2,0,0
Cerasicoccus,Cerasicoccaceae,Puniceicoccales,Opitutia,Verrucomicrobiota,1,0,0
Cereibacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,6,0,0
Cerina,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Cesiribacter,Cesiribacteraceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Cetobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,2,0,0
Chachezhania,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
Chamaesiphon,Chamaesiphonaceae,Gomontiellales,Cyanophyceae,Cyanobacteriota,2,0,0
Changchengzhania,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Changpingibacter,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,1,1,1
Chania,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Chelativorans,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,8,0,0
Chelatococcus,Chelatococcaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,6,0,0
Chelonobacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Chenggangzhangella,Methylopilaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Chiayiivirga,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Chimaeribacter,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,3,0,0
Chishuiella,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Chitinasiproducens,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Chitinibacter,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,3,0,0
Chitinilyticum,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,3,0,0
Chitinimonas,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,5,0,0
Chitiniphilus,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,3,0,0
Chitinivibrio,Chitinivibrionaceae,Chitinivibrionales,Chitinivibrionia,Fibrobacterota,1,0,0
Chitinivorax,NA,NA,Betaproteobacteria,Pseudomonadota,1,0,0
Chitinolyticbacter,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,2,0,0
Chitinophaga,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,47,0,0
Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota,15,0,0
Chlamydiifrater,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota,2,0,0
